"gene","pathway"
"ZBTB7A","DOID.1240"
"WNT16","DOID.1240"
"PDE3B","DOID.1240"
"PDE4A","DOID.1240"
"PDE4B","DOID.1240"
"PDE4D","DOID.1240"
"ATP5PB","DOID.1240"
"CHMP5","DOID.1240"
"PDGFRA","DOID.1240"
"PIAS4","DOID.1240"
"SUFU","DOID.1240"
"CD244","DOID.1240"
"KDM3B","DOID.1240"
"PF4","DOID.1240"
"PGR","DOID.1240"
"ABCB1","DOID.1240"
"PIK3C2A","DOID.1240"
"PIM1","DOID.1240"
"PIK3CD","DOID.1240"
"PIK3CG","DOID.1240"
"PIK3R1","DOID.1240"
"PIN1","DOID.1240"
"PKM","DOID.1240"
"PLA2G4A","DOID.1240"
"PLAG1","DOID.1240"
"PLAGL2","DOID.1240"
"PLAT","DOID.1240"
"PLAUR","DOID.1240"
"PLCB2","DOID.1240"
"PLCG1","DOID.1240"
"PLK1","DOID.1240"
"PLSCR1","DOID.1240"
"MBD3","DOID.1240"
"S1PR5","DOID.1240"
"PMAIP1","DOID.1240"
"PML","DOID.1240"
"A4GALT","DOID.1240"
"TLR9","DOID.1240"
"SEPT4","DOID.1240"
"ATR","DOID.1240"
"POU2AF1","DOID.1240"
"POU2F2","DOID.1240"
"DLL4","DOID.1240"
"POU4F1","DOID.1240"
"ATRX","DOID.1240"
"POU5F1","DOID.1240"
"PAF1","DOID.1240"
"UGT1A1","DOID.1240"
"PPARG","DOID.1240"
"XAF1","DOID.1240"
"TET2","DOID.1240"
"AHI1","DOID.1240"
"NDE1","DOID.1240"
"DPP8","DOID.1240"
"ANKHD1","DOID.1240"
"TTC12","DOID.1240"
"ACPP","DOID.1240"
"FANCL","DOID.1240"
"RCBTB1","DOID.1240"
"PTPA","DOID.1240"
"FBXW7","DOID.1240"
"PPP4C","DOID.1240"
"STYK1","DOID.1240"
"HEMGN","DOID.1240"
"PREP","DOID.1240"
"TRPV6","DOID.1240"
"PRF1","DOID.1240"
"SOX6","DOID.1240"
"PRKAB1","DOID.1240"
"PRKACA","DOID.1240"
"PRKAR2A","DOID.1240"
"PRKCA","DOID.1240"
"PRKCB","DOID.1240"
"PRKCD","DOID.1240"
"BEX1","DOID.1240"
"PBK","DOID.1240"
"KMT2E","DOID.1240"
"PRKDC","DOID.1240"
"MAPK1","DOID.1240"
"MAPK3","DOID.1240"
"MAPK7","DOID.1240"
"MAPK8","DOID.1240"
"MAPK9","DOID.1240"
"MAP2K1","DOID.1240"
"EIF2AK2","DOID.1240"
"TRPV5","DOID.1240"
"PRTN3","DOID.1240"
"DIABLO","DOID.1240"
"B2M","DOID.1240"
"ANKS1B","DOID.1240"
"POGLUT1","DOID.1240"
"CIAPIN1","DOID.1240"
"TIGAR","DOID.1240"
"RTN4","DOID.1240"
"SALL4","DOID.1240"
"ZMIZ1","DOID.1240"
"PTAFR","DOID.1240"
"PTEN","DOID.1240"
"AICDA","DOID.1240"
"CLLU1","DOID.1240"
"PTGS1","DOID.1240"
"PTGS2","DOID.1240"
"PTHLH","DOID.1240"
"MIR451A","DOID.1240"
"NDRG2","DOID.1240"
"PTK2","DOID.1240"
"MKL1","DOID.1240"
"PTPN6","DOID.1240"
"PTPN11","DOID.1240"
"PTPRG","DOID.1240"
"PTPRO","DOID.1240"
"BAX","DOID.1240"
"RAC1","DOID.1240"
"RAC2","DOID.1240"
"RAD51","DOID.1240"
"RAF1","DOID.1240"
"RAG1","DOID.1240"
"RAG2","DOID.1240"
"RARA","DOID.1240"
"RARB","DOID.1240"
"RARG","DOID.1240"
"RB1","DOID.1240"
"PLEKHA2","DOID.1240"
"CCND1","DOID.1240"
"BCL2","DOID.1240"
"BCL2A1","DOID.1240"
"RELA","DOID.1240"
"REN","DOID.1240"
"BCL2L1","DOID.1240"
"RFC1","DOID.1240"
"BCL3","DOID.1240"
"BCL6","DOID.1240"
"BRD2","DOID.1240"
"BACH2","DOID.1240"
"BCR","DOID.1240"
"RPS6","DOID.1240"
"RPS6KB1","DOID.1240"
"RXRA","DOID.1240"
"S100A10","DOID.1240"
"CCL2","DOID.1240"
"CCL3","DOID.1240"
"CCL4","DOID.1240"
"CCL5","DOID.1240"
"CCL17","DOID.1240"
"CCL18","DOID.1240"
"CCL19","DOID.1240"
"CCL21","DOID.1240"
"CCL22","DOID.1240"
"SDC1","DOID.1240"
"CXCL12","DOID.1240"
"CHP2","DOID.1240"
"PRDM16","DOID.1240"
"SEL1L","DOID.1240"
"SELE","DOID.1240"
"SELL","DOID.1240"
"SELP","DOID.1240"
"SEMG1","DOID.1240"
"BLM","DOID.1240"
"CRLF2","DOID.1240"
"NOD2","DOID.1240"
"SET","DOID.1240"
"SETMAR","DOID.1240"
"SFRP1","DOID.1240"
"SFRP2","DOID.1240"
"SFRP5","DOID.1240"
"SRSF1","DOID.1240"
"CXCR5","DOID.1240"
"NSD1","DOID.1240"
"SFTPD","DOID.1240"
"SH3BP2","DOID.1240"
"SHC1","DOID.1240"
"SHH","DOID.1240"
"SIAH2","DOID.1240"
"RBM15","DOID.1240"
"BMI1","DOID.1240"
"ST6GAL1","DOID.1240"
"BCL11B","DOID.1240"
"SIPA1","DOID.1240"
"SKI","DOID.1240"
"SKP2","DOID.1240"
NA,"DOID.1240"
"SLC19A1","DOID.1240"
"SLC22A1","DOID.1240"
"SMARCB1","DOID.1240"
"SMPD2","DOID.1240"
"SUMO3","DOID.1240"
"SUMO2","DOID.1240"
"SOD1","DOID.1240"
"SOD2","DOID.1240"
"SOS1","DOID.1240"
"SP1","DOID.1240"
"SP100","DOID.1240"
"SPI1","DOID.1240"
"SPINK2","DOID.1240"
"SRC","DOID.1240"
"SRI","DOID.1240"
"BRCA1","DOID.1240"
"BRAF","DOID.1240"
"SRPK2","DOID.1240"
"BRCA2","DOID.1240"
"ZFP36L1","DOID.1240"
"STAT1","DOID.1240"
"STAT3","DOID.1240"
"STAT5A","DOID.1240"
"STAT5B","DOID.1240"
"ZFP36L2","DOID.1240"
"STC1","DOID.1240"
"AURKA","DOID.1240"
"STK11","DOID.1240"
"BSG","DOID.1240"
"SYK","DOID.1240"
"TAC1","DOID.1240"
"TAL1","DOID.1240"
"TAP1","DOID.1240"
"TAP2","DOID.1240"
"CNTN2","DOID.1240"
"TCF3","DOID.1240"
"TCF7L2","DOID.1240"
"BTG1","DOID.1240"
"BTK","DOID.1240"
"TRA","DOID.1240"
"TRD","DOID.1240"
"TRG","DOID.1240"
"BUB1","DOID.1240"
"TEK","DOID.1240"
"TERC","DOID.1240"
"TERF1","DOID.1240"
"TERF2","DOID.1240"
"TERT","DOID.1240"
"TFR2","DOID.1240"
"TFRC","DOID.1240"
"TGFB1","DOID.1240"
"TGM2","DOID.1240"
"THRB","DOID.1240"
"KLF10","DOID.1240"
"TIMP1","DOID.1240"
"NKX2-1","DOID.1240"
"TJP1","DOID.1240"
"TLR3","DOID.1240"
"TSPAN7","DOID.1240"
"TNF","DOID.1240"
"TNFAIP3","DOID.1240"
"TNFRSF1A","DOID.1240"
"TOP2A","DOID.1240"
"TOP2B","DOID.1240"
"TOP3A","DOID.1240"
"TP53","DOID.1240"
"TP73","DOID.1240"
"TPM3","DOID.1240"
"TPMT","DOID.1240"
"TPT1","DOID.1240"
"TSC2","DOID.1240"
"TWIST1","DOID.1240"
"TYMS","DOID.1240"
"TYROBP","DOID.1240"
"UBA7","DOID.1240"
"SUMO1","DOID.1240"
"UGCG","DOID.1240"
"USF2","DOID.1240"
"VAV1","DOID.1240"
"VCP","DOID.1240"
"VDR","DOID.1240"
"VEGFA","DOID.1240"
"VEGFC","DOID.1240"
"LAT2","DOID.1240"
"NSD2","DOID.1240"
"WNT5A","DOID.1240"
"WRN","DOID.1240"
"WT1","DOID.1240"
"XPO1","DOID.1240"
"XRCC1","DOID.1240"
"XRCC3","DOID.1240"
"XRCC4","DOID.1240"
"FMNL1","DOID.1240"
"YWHAH","DOID.1240"
"ZAP70","DOID.1240"
"ZBTB16","DOID.1240"
"ZMYM2","DOID.1240"
"PRDM2","DOID.1240"
"LEPQTL1","DOID.1240"
"CXCR4","DOID.1240"
"GGCT","DOID.1240"
"DEK","DOID.1240"
"TNIP2","DOID.1240"
"FCRL2","DOID.1240"
"BIRC7","DOID.1240"
"TBL1XR1","DOID.1240"
"BAALC","DOID.1240"
"KAT6A","DOID.1240"
"RMI1","DOID.1240"
"NR4A3","DOID.1240"
"NUP214","DOID.1240"
"MLLT10","DOID.1240"
"TET1","DOID.1240"
"ULBP2","DOID.1240"
"SHOC2","DOID.1240"
"PDCD1LG2","DOID.1240"
"TSGA10","DOID.1240"
"COL18A1","DOID.1240"
"HMGA2","DOID.1240"
"TCL1A","DOID.1240"
"TAF15","DOID.1240"
"FIP1L1","DOID.1240"
"COIL","DOID.1240"
"CAB39L","DOID.1240"
"ELL","DOID.1240"
"CAMK2G","DOID.1240"
"CAMLG","DOID.1240"
"CAMP","DOID.1240"
"USP9X","DOID.1240"
"SMC1A","DOID.1240"
"ARID1A","DOID.1240"
"PICALM","DOID.1240"
"FZD4","DOID.1240"
"FZD9","DOID.1240"
"GFI1B","DOID.1240"
"FCRL5","DOID.1240"
"FCRL4","DOID.1240"
"CASP3","DOID.1240"
"CASP8","DOID.1240"
"PRAM1","DOID.1240"
"ARID5B","DOID.1240"
"PHF6","DOID.1240"
"CASP10","DOID.1240"
"CARD11","DOID.1240"
"BEX2","DOID.1240"
"UBASH3B","DOID.1240"
"RANBP3","DOID.1240"
"REPS1","DOID.1240"
"IKBKG","DOID.1240"
"ABCC11","DOID.1240"
"TRIM5","DOID.1240"
"PIR","DOID.1240"
"RUNX2","DOID.1240"
"TNFSF11","DOID.1240"
"RUNX1","DOID.1240"
"RUNX1T1","DOID.1240"
"TP63","DOID.1240"
"CBFA2T3","DOID.1240"
"RUNX3","DOID.1240"
"AKR1C3","DOID.1240"
"CBFB","DOID.1240"
"SOCS1","DOID.1240"
"CBL","DOID.1240"
"BECN1","DOID.1240"
"CBLB","DOID.1240"
"ABCC3","DOID.1240"
"EED","DOID.1240"
"HRK","DOID.1240"
"TNFSF13","DOID.1240"
"TNFSF10","DOID.1240"
"TNFSF9","DOID.1240"
"CBS","DOID.1240"
"DLK1","DOID.1240"
"TNFRSF11A","DOID.1240"
"TNFRSF10D","DOID.1240"
"TNFRSF10C","DOID.1240"
"TNFRSF10B","DOID.1240"
"TNFRSF10A","DOID.1240"
"TRIM24","DOID.1240"
"NRP1","DOID.1240"
"SOCS2","DOID.1240"
"GGH","DOID.1240"
"CFLAR","DOID.1240"
"PROM1","DOID.1240"
"KSR1","DOID.1240"
"KAT2B","DOID.1240"
"PER3","DOID.1240"
"PER2","DOID.1240"
"ST3GAL5","DOID.1240"
"CCKBR","DOID.1240"
"IER3","DOID.1240"
"SYNJ2","DOID.1240"
"SPHK1","DOID.1240"
"TAX1BP1","DOID.1240"
"CCNA2","DOID.1240"
"CCNA1","DOID.1240"
"CCNB1","DOID.1240"
"WASF1","DOID.1240"
"CCND2","DOID.1240"
"BTRC","DOID.1240"
"CCND3","DOID.1240"
"NAV3","DOID.1240"
"CCNE1","DOID.1240"
"NAT1","DOID.1240"
"CCNG1","DOID.1240"
"SOCS3","DOID.1240"
"DPP9","DOID.1240"
"CD2","DOID.1240"
"PDCD5","DOID.1240"
"SLC28A1","DOID.1240"
"EBAG9","DOID.1240"
"ZNF300","DOID.1240"
"CD4","DOID.1240"
"CD5","DOID.1240"
"AURKB","DOID.1240"
"FCMR","DOID.1240"
"RCSD1","DOID.1240"
"IL32","DOID.1240"
"CD7","DOID.1240"
"CD8A","DOID.1240"
"SPECC1","DOID.1240"
"CD9","DOID.1240"
"CD14","DOID.1240"
"CD19","DOID.1240"
"CD83","DOID.1240"
"MS4A1","DOID.1240"
"CD22","DOID.1240"
"SLIT2","DOID.1240"
"ADIPOQ","DOID.1240"
"NRXN1","DOID.1240"
"CD27","DOID.1240"
"MUC16","DOID.1240"
"LPXN","DOID.1240"
"CD80","DOID.1240"
"CD86","DOID.1240"
"ABCG2","DOID.1240"
"TNFRSF8","DOID.1240"
"TNFSF8","DOID.1240"
"GSTO1","DOID.1240"
"CD33","DOID.1240"
"CD34","DOID.1240"
"CD36","DOID.1240"
"CD38","DOID.1240"
"BAG3","DOID.1240"
"CD40","DOID.1240"
"CD40LG","DOID.1240"
"CD44","DOID.1240"
"FEZ1","DOID.1240"
"CD70","DOID.1240"
"CD79A","DOID.1240"
"CD81","DOID.1240"
"KMT2B","DOID.1240"
"CDA","DOID.1240"
"CDK1","DOID.1240"
"GAB2","DOID.1240"
"CDC20","DOID.1240"
"MVP","DOID.1240"
"CDH1","DOID.1240"
"NAT2","DOID.12603"
"BCL2L10","DOID.12603"
"CD96","DOID.12603"
"CDKN1B","DOID.12603"
"CDKN2B","DOID.12603"
"NCOA2","DOID.12603"
"CCDC26","DOID.12603"
"CREB1","DOID.12603"
"AMER1","DOID.12603"
"CTNNB1","DOID.12603"
"CYP1A1","DOID.12603"
"CYP2B6","DOID.12603"
"CYP3A5","DOID.12603"
"ZNF384","DOID.12603"
"DNMT1","DOID.12603"
"NEWENTRY","DOID.12603"
"EGFR","DOID.12603"
"EPOR","DOID.12603"
"ERCC2","DOID.12603"
"ERG","DOID.12603"
"ETV6","DOID.12603"
"EWSR1","DOID.12603"
"EZH2","DOID.12603"
"FLT3","DOID.12603"
"PRAME","DOID.12603"
"GJA1","DOID.12603"
"P2RY8","DOID.12603"
"GSTM1","DOID.12603"
"GSTP1","DOID.12603"
"GSTT1","DOID.12603"
"HLA-DQB1","DOID.12603"
"HLA-DRB1","DOID.12603"
"APAF1","DOID.12603"
"HOXD13","DOID.12603"
"BIRC5","DOID.12603"
"ID4","DOID.12603"
"IGFBP7","DOID.12603"
"IGH","DOID.12603"
"FAS","DOID.12603"
"IL2","DOID.12603"
"IL3RA","DOID.12603"
"IL4","DOID.12603"
"IL6","DOID.12603"
"CXCL8","DOID.12603"
"IL10","DOID.12603"
"JAK2","DOID.12603"
"LMO2","DOID.12603"
"MXD1","DOID.12603"
"MDK","DOID.12603"
"MGMT","DOID.12603"
"MLH1","DOID.12603"
"KMT2A","DOID.12603"
"MLLT1","DOID.12603"
"MNT","DOID.12603"
"MPO","DOID.12603"
"ABCC1","DOID.12603"
"MIR196B","DOID.12603"
"MTHFR","DOID.12603"
"MTRR","DOID.12603"
"MXI1","DOID.12603"
"MYB","DOID.12603"
"MYC","DOID.12603"
"NNAT","DOID.12603"
"NME1","DOID.12603"
"NOTCH1","DOID.12603"
"NUP98","DOID.12603"
"OGG1","DOID.12603"
"LEF1","DOID.12603"
"CHMP5","DOID.12603"
"ABCB1","DOID.12603"
"PML","DOID.12603"
"FBXW7","DOID.12603"
"STYK1","DOID.12603"
"EIF2AK2","DOID.12603"
"CTNNBIP1","DOID.12603"
"SALL4","DOID.12603"
"PTAFR","DOID.12603"
"BCL2","DOID.12603"
"BCR","DOID.12603"
"CXCL12","DOID.12603"
"SELL","DOID.12603"
"NOD2","DOID.12603"
"BMI1","DOID.12603"
"ST6GAL1","DOID.12603"
"SKP2","DOID.12603"
NA,"DOID.12603"
"BRCA2","DOID.12603"
"STC1","DOID.12603"
"TERF1","DOID.12603"
"TFR2","DOID.12603"
"TJP1","DOID.12603"
"TPMT","DOID.12603"
"VEGFA","DOID.12603"
"WT1","DOID.12603"
"XRCC1","DOID.12603"
"CXCR4","DOID.12603"
"TAF15","DOID.12603"
"PICALM","DOID.12603"
"CARD11","DOID.12603"
"RUNX1","DOID.12603"
"RUNX1T1","DOID.12603"
"RUNX3","DOID.12603"
"ABCC3","DOID.12603"
"PROM1","DOID.12603"
"ST3GAL5","DOID.12603"
"CCNE1","DOID.12603"
"CCNG1","DOID.12603"
"TNFRSF8","DOID.12603"
"TNFSF8","DOID.12603"
"CD79A","DOID.12603"
"CDA","DOID.12603"
"MVP","DOID.12603"
"NAT2","DOID.1307"
"GNE","DOID.1307"
"CETP","DOID.1307"
"NES","DOID.1307"
"CHAT","DOID.1307"
"ADAMTS13","DOID.1307"
"CHRNA4","DOID.1307"
"CHRNA7","DOID.1307"
"CHRNB2","DOID.1307"
"SERPINA3","DOID.1307"
"LRRK2","DOID.1307"
"COMT","DOID.1307"
"CRP","DOID.1307"
"TOM1L2","DOID.1307"
"CST3","DOID.1307"
"CYP2D6","DOID.1307"
"ACE","DOID.1307"
"DMPK","DOID.1307"
"AGER","DOID.1307"
"DNMT1","DOID.1307"
"AGT","DOID.1307"
"E2F1","DOID.1307"
"ECE1","DOID.1307"
"ABCA1","DOID.1307"
"ELAVL1","DOID.1307"
"ESR1","DOID.1307"
"ESR2","DOID.1307"
"ABCD1","DOID.1307"
"F2RL1","DOID.1307"
"WWC1","DOID.1307"
"FMR1","DOID.1307"
"TARDBP","DOID.1307"
"STH","DOID.1307"
"FUS","DOID.1307"
"CALHM1","DOID.1307"
"CHMP2B","DOID.1307"
"GBA","DOID.1307"
"GLS2","DOID.1307"
"GLS","DOID.1307"
"GPX1","DOID.1307"
"GRN","DOID.1307"
"HCRT","DOID.1307"
"APOA1","DOID.1307"
"HTR1A","DOID.1307"
"IDE","DOID.1307"
"IGF1","DOID.1307"
"APOE","DOID.1307"
"APP","DOID.1307"
"IL1B","DOID.1307"
"IL6","DOID.1307"
"CXCL8","DOID.1307"
"MIR29B1","DOID.1307"
"MIR29B2","DOID.1307"
"ARSA","DOID.1307"
"MAOA","DOID.1307"
"MAPT","DOID.1307"
"MME","DOID.1307"
"MMP3","DOID.1307"
"MTHFR","DOID.1307"
"NOS2","DOID.1307"
"NOS3","DOID.1307"
"NPPB","DOID.1307"
"PRKN","DOID.1307"
"ANGPT4","DOID.1307"
"PENK","DOID.1307"
"PER1","DOID.1307"
"SERPINA1","DOID.1307"
"SERPINI1","DOID.1307"
"PIN1","DOID.1307"
"PLA2G2A","DOID.1307"
"PLAUR","DOID.1307"
"TREM2","DOID.1307"
"PON1","DOID.1307"
"RETREG1","DOID.1307"
"PPARG","DOID.1307"
"AVP","DOID.1307"
"TNFRSF19","DOID.1307"
"PRNP","DOID.1307"
"RELN","DOID.1307"
"KLK7","DOID.1307"
"KLK6","DOID.1307"
"KLK10","DOID.1307"
"PSEN1","DOID.1307"
"PSEN2","DOID.1307"
"TWNK","DOID.1307"
"SLC17A7","DOID.1307"
"SLC17A6","DOID.1307"
"PTGDS","DOID.1307"
"JPH3","DOID.1307"
"BAX","DOID.1307"
"BCHE","DOID.1307"
"BCL2","DOID.1307"
"BDNF","DOID.1307"
"S100B","DOID.1307"
"ATXN2","DOID.1307"
"SEL1L","DOID.1307"
"LOC643387","DOID.1307"
"SHBG","DOID.1307"
"PINK1","DOID.1307"
"SLC1A3","DOID.1307"
"SLC6A3","DOID.1307"
"SLC6A4","DOID.1307"
"SLC18A2","DOID.1307"
"SNCB","DOID.1307"
"SNCA","DOID.1307"
"SORL1","DOID.1307"
"SPAST","DOID.1307"
"SREBF1","DOID.1307"
"SREBF2","DOID.1307"
"TAC1","DOID.1307"
"TGFB1","DOID.1307"
"THBS1","DOID.1307"
"TIMP1","DOID.1307"
"TNF","DOID.1307"
"TNFRSF1A","DOID.1307"
"TNFRSF1B","DOID.1307"
"TP53","DOID.1307"
"MIR659","DOID.1307"
"TSC2","DOID.1307"
"C5AR1","DOID.1307"
"TYROBP","DOID.1307"
"VCP","DOID.1307"
"VEGFA","DOID.1307"
"CXCR4","DOID.1307"
"CNSN","DOID.1307"
"PLA2G6","DOID.1307"
"TNFSF14","DOID.1307"
"SQSTM1","DOID.1307"
"CHRFAM7A","DOID.1307"
"ATPAF2","DOID.1307"
"ITM2B","DOID.1307"
"GSTO1","DOID.1307"
"CARTPT","DOID.1307"
"SNCAIP","DOID.1307"
"GAB2","DOID.1307"
"NAT2","DOID.14330"
"PARK16","DOID.14330"
"CDKN2A","DOID.14330"
"RTN3","DOID.14330"
NA,"DOID.14330"
"PPARGC1A","DOID.14330"
"PRDX3","DOID.14330"
"PARK7","DOID.14330"
"LRRK2","DOID.14330"
"CNR1","DOID.14330"
"COMT","DOID.14330"
"PACRG","DOID.14330"
"CP","DOID.14330"
"CRP","DOID.14330"
"PARP1","DOID.14330"
"CTSL","DOID.14330"
"CYP1A1","DOID.14330"
"CYP2D6","DOID.14330"
"LINGO2","DOID.14330"
"DBH","DOID.14330"
"ACE","DOID.14330"
"NQO1","DOID.14330"
"DRD3","DOID.14330"
"E2F1","DOID.14330"
"ELAVL4","DOID.14330"
"EN1","DOID.14330"
"EN2","DOID.14330"
"EPHX1","DOID.14330"
"EPHX2","DOID.14330"
"ESR1","DOID.14330"
"ESR2","DOID.14330"
"MTIF3","DOID.14330"
"SIRT2","DOID.14330"
"SYT11","DOID.14330"
"ATP13A2","DOID.14330"
"TARDBP","DOID.14330"
"STH","DOID.14330"
"FRAXE","DOID.14330"
"ABL1","DOID.14330"
"GAD1","DOID.14330"
"GAD2","DOID.14330"
"PRDX5","DOID.14330"
"GIGYF2","DOID.14330"
"FGF20","DOID.14330"
"GBA","DOID.14330"
"GCH1","DOID.14330"
"GDNF","DOID.14330"
"GH1","DOID.14330"
"HTRA2","DOID.14330"
"GLUD2","DOID.14330"
"ANG","DOID.14330"
"GRK5","DOID.14330"
"GPX1","DOID.14330"
"GRN","DOID.14330"
"GRIN2B","DOID.14330"
"GSTM1","DOID.14330"
"CFH","DOID.14330"
"HFE","DOID.14330"
"NRG1","DOID.14330"
"HMOX1","DOID.14330"
"HP","DOID.14330"
"XIAP","DOID.14330"
"HSPA9","DOID.14330"
"HTR1A","DOID.14330"
"HTR6","DOID.14330"
"IDE","DOID.14330"
"IFNG","DOID.14330"
"APOD","DOID.14330"
"IGF1","DOID.14330"
"AMIGO2","DOID.14330"
"APOE","DOID.14330"
"IGF2","DOID.14330"
"FAS","DOID.14330"
"IL1A","DOID.14330"
"IL1B","DOID.14330"
"CXCL8","DOID.14330"
"IL10","DOID.14330"
"INS","DOID.14330"
"HSP90AB2P","DOID.14330"
"ASIC2","DOID.14330"
"LMX1A","DOID.14330"
"LMX1B","DOID.14330"
"LPO","DOID.14330"
"ARNTL","DOID.14330"
"LY6E","DOID.14330"
"MAOB","DOID.14330"
"MAPT","DOID.14330"
"MEF2D","DOID.14330"
"MAP3K5","DOID.14330"
"ATXN3","DOID.14330"
"ASCL1","DOID.14330"
"ACHE","DOID.14330"
"CD200","DOID.14330"
"CDNF","DOID.14330"
"MIR133B","DOID.14330"
"MTHFR","DOID.14330"
"ND1","DOID.14330"
"ND2","DOID.14330"
"ND5","DOID.14330"
"MTR","DOID.14330"
"MTRR","DOID.14330"
"NDUFA1","DOID.14330"
"NDUFV2","DOID.14330"
"NEDD9","DOID.14330"
"NFE2L2","DOID.14330"
"NQO2","DOID.14330"
"NPTX2","DOID.14330"
"NTRK2","DOID.14330"
"NR4A2","DOID.14330"
"PRKN","DOID.14330"
"PARK3","DOID.14330"
"PAWR","DOID.14330"
NA,"DOID.14330"
"PPHLN1","DOID.14330"
"PDYN","DOID.14330"
"WWOX","DOID.14330"
"PER1","DOID.14330"
NA,"DOID.14330"
"ABCB1","DOID.14330"
"PITX3","DOID.14330"
"POLG","DOID.14330"
"PON1","DOID.14330"
NA,"DOID.14330"
"SLC2A9","DOID.14330"
"TWNK","DOID.14330"
NA,"DOID.14330"
"PSMB4","DOID.14330"
"PSMC4","DOID.14330"
"MIR433","DOID.14330"
"PTGS2","DOID.14330"
"PVALB","DOID.14330"
"BCHE","DOID.14330"
"RB1","DOID.14330"
"HIVEP3","DOID.14330"
"RET","DOID.14330"
"BCL2L1","DOID.14330"
"BDNF","DOID.14330"
"S100B","DOID.14330"
"ATXN2","DOID.14330"
"ATXN8OS","DOID.14330"
"SCN8A","DOID.14330"
"HS1BP3","DOID.14330"
"SIAH1","DOID.14330"
"PINK1","DOID.14330"
"SLC6A3","DOID.14330"
"SLC6A4","DOID.14330"
"SLC18A2","DOID.14330"
"SNCB","DOID.14330"
"SNCA","DOID.14330"
"SOD1","DOID.14330"
"SPR","DOID.14330"
"SST","DOID.14330"
"BST1","DOID.14330"
"TBP","DOID.14330"
"PRDX2","DOID.14330"
"TF","DOID.14330"
"TFR2","DOID.14330"
"TGM2","DOID.14330"
"TH","DOID.14330"
"TNF","DOID.14330"
"TP53","DOID.14330"
"C3","DOID.14330"
"TRAF6","DOID.14330"
"TSC2","DOID.14330"
"UCHL1","DOID.14330"
"VDR","DOID.14330"
"VEGFA","DOID.14330"
"YWHAZ","DOID.14330"
NA,"DOID.14330"
"CALB1","DOID.14330"
"LRRK1","DOID.14330"
"CAPN1","DOID.14330"
"CASP3","DOID.14330"
"PLA2G6","DOID.14330"
"CASP9","DOID.14330"
"LINGO1","DOID.14330"
"FADD","DOID.14330"
"CCK","DOID.14330"
"CCKAR","DOID.14330"
"CCKBR","DOID.14330"
"SQSTM1","DOID.14330"
"FUBP1","DOID.14330"
"SEMA5A","DOID.14330"
"CD14","DOID.14330"
"FTMT","DOID.14330"
"SNCAIP","DOID.14330"
"PHACTR2","DOID.14330"
"NAT2","DOID.1542"
"GJB6","DOID.1542"
"CCR5","DOID.1542"
"CTNNB1","DOID.1542"
"CYP1A1","DOID.1542"
"CYP1B1","DOID.1542"
"CYP2A6","DOID.1542"
"CYP2A13","DOID.1542"
"CYP2E1","DOID.1542"
"DSG3","DOID.1542"
"EGF","DOID.1542"
"EGFR","DOID.1542"
"EIF4E","DOID.1542"
"ENO1","DOID.1542"
"EPAS1","DOID.1542"
"EPHX1","DOID.1542"
"EPO","DOID.1542"
"EPOR","DOID.1542"
"ERCC2","DOID.1542"
"ERCC4","DOID.1542"
"GJB2","DOID.1542"
"GNAS","DOID.1542"
"GSTM1","DOID.1542"
"GSTP1","DOID.1542"
"GSTT1","DOID.1542"
"H2AFX","DOID.1542"
"HIF1A","DOID.1542"
"BIRC5","DOID.1542"
"HSPD1","DOID.1542"
"IGF1","DOID.1542"
"APOE","DOID.1542"
"IGF1R","DOID.1542"
"IGFBP3","DOID.1542"
"FAS","DOID.1542"
"IL2RA","DOID.1542"
"FASLG","DOID.1542"
"AR","DOID.1542"
"KRT19","DOID.1542"
"LDHA","DOID.1542"
"MIR210","DOID.1542"
"MAL","DOID.1542"
"MGMT","DOID.1542"
"CIITA","DOID.1542"
"MKI67","DOID.1542"
"MLH1","DOID.1542"
"ABCC1","DOID.1542"
"MSH2","DOID.1542"
"MTHFR","DOID.1542"
"MTR","DOID.1542"
"MTRR","DOID.1542"
"MUTYH","DOID.1542"
"NOS2","DOID.1542"
"FURIN","DOID.1542"
"ING4","DOID.1542"
"TLR7","DOID.1542"
"HECA","DOID.1542"
"ING3","DOID.1542"
"UGT1A7","DOID.1542"
"TRPM7","DOID.1542"
"PTGS1","DOID.1542"
"PTGS2","DOID.1542"
"RAD51","DOID.1542"
"RARB","DOID.1542"
"ROBO1","DOID.1542"
"SLC2A1","DOID.1542"
"SLC2A3","DOID.1542"
"BRCA1","DOID.1542"
"STAT1","DOID.1542"
"STAT3","DOID.1542"
"STAT5A","DOID.1542"
"STAT5B","DOID.1542"
"STK11","DOID.1542"
"ADAM17","DOID.1542"
"TCF21","DOID.1542"
"TIMP3","DOID.1542"
"TNF","DOID.1542"
"TP53","DOID.1542"
"TP73","DOID.1542"
"VEGFA","DOID.1542"
"XRCC1","DOID.1542"
"XRCC3","DOID.1542"
"COL18A1","DOID.1542"
"LOXL4","DOID.1542"
"RUNX3","DOID.1542"
"TAX1BP1","DOID.1542"
"NAT1","DOID.1542"
"SPECC1","DOID.1542"
"UBE2Q2","DOID.1542"
"CD44","DOID.1542"
"NAT2","DOID.162"
"ADA","DOID.162"
"CDH2","DOID.162"
"AKT3","DOID.162"
"MIR675","DOID.162"
"CDKN2B-AS1","DOID.162"
